text,label
SELECT * FROM products;,sql
INSERT INTO categories (name) VALUES ('John Doe');,sql
Upcoming events include a concert and a festival.,non-sql
"SELECT created_at, name FROM users ORDER BY id DESC;",sql
SELECT COUNT(*) FROM departments;,sql
Learning Python is fun and rewarding.,non-sql
"In a galaxy far, far away...",non-sql
Welcome to the world of tomorrow!,non-sql
UPDATE users SET email = 'john@example.com' WHERE email = 'Active';,sql
UPDATE orders SET email = '2024-01-01' WHERE email = 'Pending';,sql
DELETE FROM categories WHERE price = 'john@example.com';,sql
Access denied. Contact your administrator.,non-sql
SELECT COUNT(*) FROM users;,sql
Congratulations! You've won a free vacation.,non-sql
"To be, or not to be, that is the question.",non-sql
"SELECT categories.id, departments.created_at FROM categories JOIN departments ON categories.id = departments.created_at;",sql
SELECT created_at FROM employees ORDER BY price DESC;,sql
"SELECT departments.price, categories.price FROM departments JOIN categories ON departments.price = categories.price;",sql
All that glitters is not gold.,non-sql
The quick brown fox jumps over the lazy dog.,non-sql
SELECT COUNT(*) FROM users;,sql
Baking the perfect bread takes practice.,non-sql
"Buy one, get one free! Limited time offer.",non-sql
SELECT * FROM departments;,sql
UPDATE products SET created_at = '99.99' WHERE created_at = 'Pending';,sql
DELETE FROM users WHERE created_at = '3';,sql
"INSERT INTO products (id, price) VALUES ('3', 'John Doe');",sql
UPDATE products SET email = 'John Doe' WHERE email = 'Admin';,sql
Please reboot your system and try again.,non-sql
"SELECT name, created_at, price FROM categories WHERE email = 'John Doe';",sql
DELETE FROM users WHERE name = '1';,sql
DELETE FROM users WHERE created_at = 'John Doe';,sql
"SELECT department_id, email, name FROM employees ORDER BY id DESC;",sql
Access denied. Contact your administrator.,non-sql
Learning Python is fun and rewarding.,non-sql
SELECT * FROM orders;,sql
INSERT INTO departments (created_at) VALUES ('3');,sql
"In a galaxy far, far away...",non-sql
Upcoming events include a concert and a festival.,non-sql
SELECT * FROM departments;,sql
SELECT COUNT(*) FROM products;,sql
Follow the yellow brick road.,non-sql
"SELECT employees.id, users.price FROM employees JOIN users ON employees.id = users.price;",sql
UPDATE employees SET created_at = '1' WHERE created_at = 'Pending';,sql
"SELECT email, name FROM categories WHERE name = 'john@example.com';",sql
Artificial intelligence is transforming industries.,non-sql
Access denied. Contact your administrator.,non-sql
Error 404: Page not found.,non-sql
SELECT COUNT(*) FROM users;,sql
"SELECT departments.id, employees.email FROM departments JOIN employees ON departments.id = employees.email;",sql
Please reboot your system and try again.,non-sql
Call me Ishmael.,non-sql
Welcome to the world of tomorrow!,non-sql
Follow the yellow brick road.,non-sql
SELECT created_at FROM categories ORDER BY created_at DESC;,sql
SELECT COUNT(*) FROM orders;,sql
"SELECT id, name FROM employees ORDER BY price DESC;",sql
"INSERT INTO departments (name, department_id) VALUES ('john@example.com', '1');",sql
"To be, or not to be, that is the question.",non-sql
"INSERT INTO categories (email, created_at) VALUES ('3', '99.99');",sql
The weather today is sunny with a chance of rain.,non-sql
"SELECT email, created_at, name FROM orders ORDER BY name DESC;",sql
"To be, or not to be, that is the question.",non-sql
Error 404: Page not found.,non-sql
All that glitters is not gold.,non-sql
DELETE FROM departments WHERE created_at = 'John Doe';,sql
The weather today is sunny with a chance of rain.,non-sql
"SELECT name, email FROM employees ORDER BY price DESC;",sql
"SELECT email, name, price FROM users WHERE department_id = '3';",sql
Please reboot your system and try again.,non-sql
"SELECT name, created_at, price FROM users WHERE email = '2024-01-01';",sql
The quick brown fox jumps over the lazy dog.,non-sql
"SELECT users.created_at, products.email FROM users JOIN products ON users.created_at = products.email;",sql
Healthy eating leads to a healthy life.,non-sql
"SELECT users.name, employees.id FROM users JOIN employees ON users.name = employees.id;",sql
"To be, or not to be, that is the question.",non-sql
Congratulations! You've won a free vacation.,non-sql
Baking the perfect bread takes practice.,non-sql
"SELECT price, name, email FROM orders ORDER BY email DESC;",sql
Welcome to the world of tomorrow!,non-sql
SELECT COUNT(*) FROM users;,sql
Error 404: Page not found.,non-sql
The mitochondrion is the powerhouse of the cell.,non-sql
Welcome to the world of tomorrow!,non-sql
"Once upon a time, there was a brave knight.",non-sql
Healthy eating leads to a healthy life.,non-sql
Healthy eating leads to a healthy life.,non-sql
UPDATE employees SET price = '99.99' WHERE price = 'Pending';,sql
SELECT department_id FROM users ORDER BY price DESC;,sql
Access denied. Contact your administrator.,non-sql
SELECT email FROM departments ORDER BY id DESC;,sql
SELECT COUNT(*) FROM users;,sql
"SELECT price, id FROM employees ORDER BY id DESC;",sql
SELECT COUNT(*) FROM categories;,sql
Upcoming events include a concert and a festival.,non-sql
SELECT * FROM employees;,sql
Welcome to the world of tomorrow!,non-sql
DELETE FROM employees WHERE department_id = '3';,sql
Please reboot your system and try again.,non-sql
Access denied. Contact your administrator.,non-sql
DELETE FROM orders WHERE created_at = 'john@example.com';,sql
The weather today is sunny with a chance of rain.,non-sql
Follow the yellow brick road.,non-sql
"SELECT id, email, created_at FROM orders ORDER BY created_at DESC;",sql
All that glitters is not gold.,non-sql
Artificial intelligence is transforming industries.,non-sql
SELECT COUNT(*) FROM departments;,sql
"In a galaxy far, far away...",non-sql
DELETE FROM departments WHERE price = '2024-01-01';,sql
Learning Python is fun and rewarding.,non-sql
"SELECT id, email FROM departments WHERE department_id = '1';",sql
"SELECT categories.created_at, categories.price FROM categories JOIN categories ON categories.created_at = categories.price;",sql
"INSERT INTO orders (id, department_id, price) VALUES ('3', '99.99', '2024-01-01');",sql
DELETE FROM employees WHERE department_id = 'John Doe';,sql
DELETE FROM categories WHERE email = '2024-01-01';,sql
"SELECT id, name FROM categories WHERE id = '2024-01-01';",sql
The weather today is sunny with a chance of rain.,non-sql
"In a galaxy far, far away...",non-sql
Welcome to the world of tomorrow!,non-sql
Artificial intelligence is transforming industries.,non-sql
Follow the yellow brick road.,non-sql
"To be, or not to be, that is the question.",non-sql
"INSERT INTO orders (created_at, id) VALUES ('2024-01-01', '99.99');",sql
SELECT COUNT(*) FROM users;,sql
INSERT INTO departments (department_id) VALUES ('1');,sql
"Buy one, get one free! Limited time offer.",non-sql
"SELECT email, name FROM categories ORDER BY department_id DESC;",sql
SELECT * FROM employees;,sql
SELECT COUNT(*) FROM products;,sql
"In a galaxy far, far away...",non-sql
DELETE FROM products WHERE name = '1';,sql
UPDATE departments SET price = 'john@example.com' WHERE price = 'Pending';,sql
Error 404: Page not found.,non-sql
The mitochondrion is the powerhouse of the cell.,non-sql
Call me Ishmael.,non-sql
Upcoming events include a concert and a festival.,non-sql
DELETE FROM departments WHERE created_at = '99.99';,sql
"SELECT users.department_id, users.created_at FROM users JOIN users ON users.department_id = users.created_at;",sql
Learning Python is fun and rewarding.,non-sql
SELECT * FROM users;,sql
"SELECT users.id, orders.department_id FROM users JOIN orders ON users.id = orders.department_id;",sql
"SELECT products.price, users.price FROM products JOIN users ON products.price = users.price;",sql
The quick brown fox jumps over the lazy dog.,non-sql
"INSERT INTO orders (email, name, department_id) VALUES ('1', '2024-01-01', 'John Doe');",sql
Access denied. Contact your administrator.,non-sql
Follow the yellow brick road.,non-sql
"SELECT employees.price, employees.created_at FROM employees JOIN employees ON employees.price = employees.created_at;",sql
Error 404: Page not found.,non-sql
Welcome to the world of tomorrow!,non-sql
"In a galaxy far, far away...",non-sql
SELECT created_at FROM users WHERE department_id = '2024-01-01';,sql
Upcoming events include a concert and a festival.,non-sql
SELECT * FROM employees;,sql
DELETE FROM orders WHERE email = '99.99';,sql
SELECT * FROM departments;,sql
Upcoming events include a concert and a festival.,non-sql
UPDATE orders SET price = 'John Doe' WHERE price = 'Pending';,sql
SELECT COUNT(*) FROM products;,sql
"SELECT products.email, departments.department_id FROM products JOIN departments ON products.email = departments.department_id;",sql
"In a galaxy far, far away...",non-sql
Access denied. Contact your administrator.,non-sql
"Once upon a time, there was a brave knight.",non-sql
Learning Python is fun and rewarding.,non-sql
Please reboot your system and try again.,non-sql
"In a galaxy far, far away...",non-sql
"To be, or not to be, that is the question.",non-sql
The mitochondrion is the powerhouse of the cell.,non-sql
DELETE FROM orders WHERE price = '1';,sql
The mitochondrion is the powerhouse of the cell.,non-sql
INSERT INTO departments (name) VALUES ('2024-01-01');,sql
Artificial intelligence is transforming industries.,non-sql
Error 404: Page not found.,non-sql
"SELECT categories.created_at, categories.price FROM categories JOIN categories ON categories.created_at = categories.price;",sql
"To be, or not to be, that is the question.",non-sql
Healthy eating leads to a healthy life.,non-sql
Error 404: Page not found.,non-sql
"SELECT employees.price, employees.department_id FROM employees JOIN employees ON employees.price = employees.department_id;",sql
Congratulations! You've won a free vacation.,non-sql
"INSERT INTO users (department_id, created_at) VALUES ('john@example.com', 'John Doe');",sql
Error 404: Page not found.,non-sql
Artificial intelligence is transforming industries.,non-sql
Healthy eating leads to a healthy life.,non-sql
"INSERT INTO employees (price, department_id) VALUES ('3', '1');",sql
SELECT COUNT(*) FROM orders;,sql
UPDATE users SET created_at = '99.99' WHERE created_at = 'Completed';,sql
Baking the perfect bread takes practice.,non-sql
Learning Python is fun and rewarding.,non-sql
"SELECT id, name, department_id FROM users WHERE name = '1';",sql
"SELECT id, department_id, created_at FROM orders ORDER BY price DESC;",sql
Follow the yellow brick road.,non-sql
"To be, or not to be, that is the question.",non-sql
"SELECT created_at, price, name FROM departments ORDER BY name DESC;",sql
Learning Python is fun and rewarding.,non-sql
Call me Ishmael.,non-sql
SELECT COUNT(*) FROM orders;,sql
The weather today is sunny with a chance of rain.,non-sql
"INSERT INTO employees (department_id, created_at, price) VALUES ('john@example.com', 'john@example.com', '3');",sql
SELECT department_id FROM users WHERE email = '2024-01-01';,sql
Learning Python is fun and rewarding.,non-sql
Please reboot your system and try again.,non-sql
Artificial intelligence is transforming industries.,non-sql
"In a galaxy far, far away...",non-sql
"SELECT department_id, name, price FROM categories WHERE id = 'john@example.com';",sql
Artificial intelligence is transforming industries.,non-sql
"In a galaxy far, far away...",non-sql
DELETE FROM products WHERE email = '2024-01-01';,sql
The weather today is sunny with a chance of rain.,non-sql
"INSERT INTO users (id, price) VALUES ('99.99', 'john@example.com');",sql
Access denied. Contact your administrator.,non-sql
SELECT COUNT(*) FROM products;,sql
"SELECT users.created_at, orders.email FROM users JOIN orders ON users.created_at = orders.email;",sql
SELECT * FROM departments;,sql
UPDATE employees SET name = '2024-01-01' WHERE name = 'HR';,sql
SELECT COUNT(*) FROM departments;,sql
Artificial intelligence is transforming industries.,non-sql
The mitochondrion is the powerhouse of the cell.,non-sql
Error 404: Page not found.,non-sql
Welcome to the world of tomorrow!,non-sql
"SELECT products.price, users.id FROM products JOIN users ON products.price = users.id;",sql
UPDATE products SET name = '1' WHERE name = 'Pending';,sql
"SELECT orders.department_id, orders.id FROM orders JOIN orders ON orders.department_id = orders.id;",sql
SELECT COUNT(*) FROM products;,sql
"SELECT orders.department_id, orders.created_at FROM orders JOIN orders ON orders.department_id = orders.created_at;",sql
"To be, or not to be, that is the question.",non-sql
The quick brown fox jumps over the lazy dog.,non-sql
The quick brown fox jumps over the lazy dog.,non-sql
Learning Python is fun and rewarding.,non-sql
Call me Ishmael.,non-sql
Follow the yellow brick road.,non-sql
"SELECT users.department_id, departments.email FROM users JOIN departments ON users.department_id = departments.email;",sql
DELETE FROM employees WHERE price = '1';,sql
SELECT * FROM orders;,sql
Baking the perfect bread takes practice.,non-sql
SELECT COUNT(*) FROM orders;,sql
UPDATE orders SET id = 'john@example.com' WHERE id = 'Admin';,sql
DELETE FROM departments WHERE email = '2024-01-01';,sql
UPDATE users SET email = '99.99' WHERE email = 'Active';,sql
"In a galaxy far, far away...",non-sql
"To be, or not to be, that is the question.",non-sql
Follow the yellow brick road.,non-sql
Welcome to the world of tomorrow!,non-sql
"SELECT users.created_at, users.name FROM users JOIN users ON users.created_at = users.name;",sql
"In a galaxy far, far away...",non-sql
The quick brown fox jumps over the lazy dog.,non-sql
Follow the yellow brick road.,non-sql
All that glitters is not gold.,non-sql
"SELECT email, id, created_at FROM departments WHERE created_at = '3';",sql
Healthy eating leads to a healthy life.,non-sql
The mitochondrion is the powerhouse of the cell.,non-sql
"SELECT name, id, price FROM departments ORDER BY department_id DESC;",sql
"INSERT INTO categories (email, id, name) VALUES ('99.99', 'John Doe', '1');",sql
UPDATE departments SET name = 'john@example.com' WHERE name = 'Admin';,sql
Learning Python is fun and rewarding.,non-sql
"SELECT name, created_at FROM departments ORDER BY id DESC;",sql
DELETE FROM departments WHERE name = 'john@example.com';,sql
"Buy one, get one free! Limited time offer.",non-sql
DELETE FROM users WHERE price = 'john@example.com';,sql
Call me Ishmael.,non-sql
"INSERT INTO users (price, department_id, email) VALUES ('99.99', '99.99', '99.99');",sql
SELECT id FROM orders WHERE id = 'john@example.com';,sql
Congratulations! You've won a free vacation.,non-sql
"SELECT departments.name, categories.name FROM departments JOIN categories ON departments.name = categories.name;",sql
"SELECT users.id, employees.email FROM users JOIN employees ON users.id = employees.email;",sql
SELECT COUNT(*) FROM departments;,sql
The weather today is sunny with a chance of rain.,non-sql
INSERT INTO employees (email) VALUES ('3');,sql
Learning Python is fun and rewarding.,non-sql
"SELECT created_at, department_id, id FROM products WHERE name = '3';",sql
"SELECT orders.name, products.email FROM orders JOIN products ON orders.name = products.email;",sql
Access denied. Contact your administrator.,non-sql
Congratulations! You've won a free vacation.,non-sql
"SELECT categories.department_id, users.department_id FROM categories JOIN users ON categories.department_id = users.department_id;",sql
Congratulations! You've won a free vacation.,non-sql
SELECT email FROM products ORDER BY id DESC;,sql
Learning Python is fun and rewarding.,non-sql
DELETE FROM departments WHERE name = '3';,sql
Learning Python is fun and rewarding.,non-sql
DELETE FROM categories WHERE department_id = 'john@example.com';,sql
Welcome to the world of tomorrow!,non-sql
Healthy eating leads to a healthy life.,non-sql
Congratulations! You've won a free vacation.,non-sql
"SELECT created_at, name FROM products ORDER BY department_id DESC;",sql
Healthy eating leads to a healthy life.,non-sql
